address,slots,name,bikes,status,zip,id,lon,lat,stationType,addressNumber,nearbyStations,district
195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,19,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,5,OPN,,195,-99.185147,19.424926,"BIKE,TPV",S/N,"194,253,261",CHA
196 - Lago Tanganica- Av. Ejército Nacional,10,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,16,OPN,11510,196,-99.192904,19.438349,BIKE,S/N,"204,244,245",POL
197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,35,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,1,OPN,,197,-99.204316,19.440077,"BIKE,TPV",S/N,197,1
198 - Sócrates-Ejercito Nacional,27,198 SÓCRATES-EJERCITO NACIONAL ,0,OPN,,198,-99.203888,19.438168,"BIKE,TPV",S/N,"240,241",POL
199 - Anatole France-Av. Ejército Nacional,14,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,10,OPN,11510,199,-99.197241,19.437934,BIKE,S/N,"196,202,203",POL
200 - Emerson-Av. Ejército Nacional,20,200 EMERSON-AV. EJERCITO NACIONAL,6,OPN,11510,200,-99.188785,19.437596,BIKE,S/N,"201,204,245",POL
201 - Lope de Vega-Ejército Nacional,16,201 LOPE DE VEGA-EJERCITO NACIONAL ,2,OPN,11510,201,-99.187215,19.437431,BIKE,S/N,"200,205,245",POL
202 - Calderón de la Barca-Av. Homero,10,202 CALDERON DE LA BARCA-AV. HOMERO,10,OPN,11510,202,-99.198943,19.43617,BIKE,S/N,"199,206,215",POL
203 - Tennyson-Av. Homero,5,203 TENNYSON-AV. HOMERO,19,OPN,11510,203,-99.194832,19.435985,BIKE,S/N,"196,204,210",POL
204 - Temistocles-Homero,24,204 TEMISTOCLES-HOMERO,3,OPN,11510,204,-99.19152,19.435882,BIKE,S/N,"196,200,245",1
205 - Taine-Homero,10,205 TAINE-HOMERO,11,OPN,11510,205,-99.184713,19.435525,BIKE,S/N,"201,207,217",POL
206 - Moliere-Homero,24,206 MOLIERE-HOMERO ,0,OPN,,206,-99.201419,19.435798,"BIKE,TPV",S/N,"202,214,215",POL
207 - Tasso-Homero,21,207 TASSO-HOMERO ,2,OPN,11510,207,-99.183322,19.434861,BIKE,S/N,"205,217,226",POL
208 - Hesiodo-Lamartine,1,208 HESIODO-LAMARTINE ,26,OPN,11510,208,-99.189835,19.434182,BIKE,S/N,"211,212,218",POL
209 - Solón-Horacio,24,209 SOLON-HORACIO ,0,OPN,11510,209,-99.206359,19.435478,BIKE,S/N,"213,214,219",POL
210 Eugenio Sue-Horacio,11,210 EUGENIO SUE-HORACIO ,16,OPN,,210,-99.194091,19.434076,BIKE,S/N,"203,204,216",POL
211 - Newton-Horacio,17,211 NEWTON-HORACIO,19,OPN,11510,211,-99.188528,19.433607,BIKE,S/N,"208,212,218",POL
212 - Hegel-Horacio,17,212 HEGEL-HORACIO ,19,OPN,11510,212,-99.188096,19.433567,"BIKE,TPV",S/N,"211,218,224",POL
213 - Horacio-FC Cuernavaca,26,213 HORACIO-FC CUERNAVACA,1,OPN,11510,213,-99.206967,19.435197,BIKE,S/N,"209,214,219",POL
214 - Platón-Horacio,24,214 PLATÓN-HORACIO,0,OPN,,214,-99.20322,19.434353,BIKE,S/N,"206,209,215",POL
215 - Edgar Alan Poe-Horacio,23,215 EDGAR ALAN POE-HORACIO,1,OPN,11510,215,-99.19968,19.43384,BIKE,S/N,"206,214,221",POL
216 - Alejandro Dumas-Horacio,6,216 ALEJANDRO DUMAS-HORACIO ,18,OPN,11510,216,-99.195746,19.433419,"BIKE,TPV",S/N,"210,222",POL
217 - Euler-Horacio,22,217 EULER-AV. HORACIO ,14,OPN,11510,217,-99.183605,19.432888,"BIKE,TPV",S/N,"207,225,226",POL
218 - Hegel-Ibarbourou,21,218 HEGEL-IBARBOUROU ,3,OPN,11510,218,-99.188033,19.432451,BIKE,S/N,"211,212,224",POL
219 - Esopo-FC de Cuernavaca,35,219 ESOPO-FC DE CUERNAVACA,0,OPN,11510,219,-99.207808,19.433542,BIKE,S/N,"213,220,227",POL
220 - Plino-Presidente Masaryk,24,220 PLINIO-PRESIDENTE MASARYK ,0,OPN,11510,220,-99.205727,19.432655,BIKE,S/N,"213,219,227",POL
221 - Emilio Castelar-Presidente Masaryk,23,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,1,OPN,11510,221,-99.201565,19.431799,"BIKE,TPV",S/N,"215,230,231",POL
222 - Alejandro Dumas-Presidente Masarik,14,222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,16,OPN,11510,222,-99.195774,19.431417,BIKE,S/N,"216,231,233",POL
223 - Newton-Presidente Masarik,1,223 NEWTON-PRESIDENTE MASARYK ,29,OPN,,223,-99.191613,19.431242,"BIKE,TPV",S/N,"222,224,231",POL
224 - Hegel-Presidente Masaryk,3,224 HEGEL-PRESIDENTE MASARYK,18,OPN,11510,224,-99.188065,19.431255,BIKE,S/N,"212,218,225",POL
225 - Petrarca-Presidente Masaryk,13,225 PETRARCA-PRESIDENTE MASARYK,11,OPN,11510,225,-99.185612,19.431172,BIKE,S/N,"224,226,232",POL
226 - Wallon-Presidente Masaryk,23,226 WALLON-PRESIDENTE MASARYK,3,OPN,11511,226,-99.18222,19.431033,BIKE,S/N,"217,239,247",POL
227 - Campos Elíseos-Periférico,24,227 CAMPOS ELÍSEOS-PERIFÉRICO,0,OPN,,227,-99.207373,19.431791,BIKE,S/N,"213,219,220",1
228 - Campos Elíseos-Jean de La fontaine,21,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,0,OPN,11510,228,-99.19912,19.427705,"BIKE,TPV",S/N,"230,233,235",POL
229 - Dickens-Seneca,20,229 DICKENS-SENECA,0,OPN,11510,229,-99.203331,19.430515,BIKE,S/N,"221,235,236",POL
230 - Edgar Alan Poe-Dickens,18,230 EDGAR ALAN POE-DICKENS,0,OPN,11510,230,-99.200074,19.430098,BIKE,S/N,"221,235,236",POL
231 - Newton-Aristoteles,21,231 NEWTON-ARISTOTELES ,6,OPN,11510,231,-99.19349,19.42977,BIKE,S/N,"222,223,234",POL
232 - Taine -  Rubén Darío,3,232 TAINE-RUBEN DARÍO ,27,OPN,,232,-99.185389,19.42894,BIKE,S/N,"224,225,226",1
233 - Julio Verne-Luis G. Urbina,4,233 JULIO VERNE-LUIS G. URBINA ,11,OPN,11510,233,-99.196965,19.429314,"BIKE,TPV",S/N,"222,230,231",POL
234 - Tres Picos-Arquímides,26,234 TRES PICOS-ARQUÍMIDES ,1,OPN,,234,-99.191539,19.42783,BIKE,S/N,"192,193,231",1
235 - Campos Eliseos-Moliere,16,235 CAMPOS ELISEOS-MOLIERE ,11,OPN,,235,-99.20218,19.42933,BIKE,S/N,"229,230,236",POL
236 - Campos Eliseos-Moliere,15,236 CAMPOS ELISEOS-MOLIERE ,14,OPN,,236,-99.20243,19.42944,BIKE,S/N,"229,230,235",POL
237 - Andrés Bello-Elliot,10,237 ANDRÉS BELLO-ELLIOT ,20,OPN,,237,-99.193986,19.426744,"BIKE,TPV",S/N,"193,234,238",1
238 - Andrés Bello-Elliot,17,238 ANDRÉS BELLO-ELLIOT ,12,OPN,,238,-99.193752,19.426765,BIKE,S/N,"193,234,237",1
239 - Rincon del Bosque-Ruben Dario,21,239 RINCON DEL BOSQUE-RUBEN DARÍO ,0,OPN,11510,239,-99.181355,19.430153,BIKE,S/N,"226,247,250",POL
204- Ejercito Nacional-F.C. de Cuernavaca,36,240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,0,OPN,,240,-99.2063,19.43855,"BIKE,TPV",S/N,"198,241",POL
241 - Ejercito Nacional-Juan Vazquez de la Mella,35,241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,0,OPN,,241,-99.20758,19.43862,BIKE,S/N,"198,240",POL
242 - Miguel de Cervantes Saavedra-Pról. Moliere,29,242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,0,OPN,11510,242,-99.20105,19.440344,BIKE,S/N,"198,199,243",GRA
243 - Miguel de Cervantes Saavedra-Lago Filt,21,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,6,OPN,11510,243,-99.196712,19.440839,BIKE,S/N,"199,242,244",1
244 - Miguel de Cervantes Saavedra-Lago Victoria,9,244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,9,OPN,11510,244,-99.193315,19.440885,BIKE,S/N,"196,243,245",GRA
245 - Lago Onega-Av. Ejército Nacional,24,245 LAGO ONEGA-AV. EJERCITO NACIONAL ,0,OPN,11510,245,-99.190368,19.438165,BIKE,S/N,"196,200,201",GRA
246 - Leibnitz-Thiers,15,246 LEIBNITZ-THIERS,0,OPN,11510,246,-99.179835,19.434147,BIKE,S/N,"207,247,248",2
247 - Herschel-Rousseau,12,247 HERSCHEL-ROUSSEAU ,17,OPN,11510,247,-99.180565,19.432102,BIKE,S/N,"226,239,246",2
248 - Shakespeare-Lafayette,9,248 SHAKESPEARE-LAFAYETTE ,18,OPN,11510,248,-99.177399,19.43175,BIKE,S/N,"246,247,249",1
249 - Shakespeare-Darwin,2,249 SHAKESPEARE-DARWIN ,16,OPN,11510,249,-99.177569,19.429877,BIKE,S/N,"248,250,251",2
250 - Darwin-Mariano Escobedo,21,250 DARWIN-MARIANO ESCOBEDO ,6,OPN,11510,250,-99.17966,19.429057,"BIKE,TPV",S/N,"239,249,252",1
251 - Goethe-Darwin,2,251 GOETHE-DARWIN ,16,OPN,11510,251,-99.17538,19.429261,BIKE,S/N,"248,249,252",2
252 - Víctor Hugo-Shakespeare,3,252 VICTOR HUGO-SHAKESPEARE ,15,OPN,11510,252,-99.17702,19.427575,BIKE,S/N,"249,251,253",2
253 - Dante-Tolstoi,2,253 DANTE-TOLSTOI ,19,OPN,11510,253,-99.177924,19.425835,"BIKE,TPV",S/N,"195,252,261",1
254 - Alfonso Herrera-Miguel Shultz,10,254 ALFONSO HERRERA-MIGUEL SHULTZ ,20,OPN,,254,-99.16007,19.43935,BIKE,S/N,"160,174,256",S-R
255-Jose Rosas Moreno-Guillermo Prieto,31,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,5,OPN,,255,-99.161808,19.437159,BIKE,S/N,"160,183,257",1
256 - Gómez Farías Sadi Carnot,19,256 GÓMEZ FARÍAS-SADI CARNOT ,8,OPN,,256,-99.15816,19.4372,BIKE,S/N,"254,259",S-R
257 - Manuel Maria Contreras-Villalongin,21,257 MANUEL MARIA CONTRERAS-VILLALONGIN ,0,OPN,,257,-99.16622,19.4338,BIKE,S/N,"183,255",S-R
258 - Circuito Interior-Juan Escutia,17,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,13,OPN,,258,-99.1791,19.4167,BIKE,S/N,"36,49,53",CON
259 - Tómas Alva Edison-Ponciano Arriaga,15,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,8,OPN,,259,-99.15468,19.43757,BIKE,S/N,256,1
260 - Av. Juárez-Balderas,9,260 AV JUAREZ-BALDERAS ,15,OPN,,260,-99.147742,19.435354,BIKE,S/N,"29,41,43",CEN
261 Paseo de la Reforma-Río Ródano,21,261 PASEO DE LA REFORMA-RÍO RÓDANO ,9,OPN,,261,-99.175196,19.423704,BIKE,S/N,"195,252,253",1
262 - Republica de Cuba-Republica de Brasil,30,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,3,OPN,,262,-99.13395,19.43693,"BIKE,TPV",S/N,"91,92,93",CEN
263 - Sadi Carnot - Gómez Farias,24,263 SADI CARNOT-GÓMEZ FARIAS ,6,OPN,,263,-99.158425,19.436274,"BIKE,TPV",S/N,"85,86,256",S-R
264 - H. Ferrocarrileros - Jesús Garcia ,36,264 HÉROES FERROCARRILEROS-AV. CENTRAL,0,OPN,,264,-99.152935,19.440985,BIKE,S/N,"265,266,268",1
265 - Jesús Garcia-Héroes Ferrocarrileros,34,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,2,OPN,,265,-99.152265,19.440839,"BIKE,TPV",S/N,"264,275",1
266 - Av. Jesús Garcia -  Carlos J. Meneses,22,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,14,OPN,,266,-99.152187,19.444031,"BIKE,TPV",S/N,"267,268,269",BUE
267 - Carlos J. Meneses - Av. jesús García,30,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,6,OPN,,267,-99.152203,19.443735,BIKE,S/N,"176,266,271",BUE
268 Luis Donaldo Colosio - Av. Jesus Garcia,10,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,26,OPN,,268,-99.151586,19.442448,BIKE,S/N,"176,269,273",BUE
269 Luis Donaldo Colosio - Aldama,34,269 LUIS DONALDO COLOSIO-ALDAMA ,2,OPN,,269,-99.151658,19.442467,BIKE,S/N,"176,268,273",BUE
270 - De la Republica-Ponciano Arriaga,23,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,13,OPN,,270,-99.15387,19.43676,"BIKE,TPV",S/N,270,TAB
271 Av. Jesús García - J. Meneses,28,271 AV. CENTRAL-J. MENESES ,8,OPN,,271,-99.152465,19.442689,BIKE,S/N,"266,267,272",1
271 Av. Jesus Garcia - J. Meneses,35,272 AV. CENTRAL-J. MENESES ,1,OPN,,272,-99.152491,19.443467,BIKE,S/N,"266,267,271",BUE
273 Luis Donaldo Colosio - Av. Jesus Garcia,33,273 LUIS DONALDO COLOSIO-AV. CENTRAL,3,OPN,,273,-99.152956,19.442707,BIKE,S/N,"176,268,274",1
274 Luis Donaldo Colosio - Av. Insurgentes Norte,20,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,16,OPN,,274,-99.153289,19.442772,BIKE,S/N,"176,268,273",BUE
275 Héroes Ferrocarrileros - Av. Jesús García,36,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,0,OPN,,275,-99.153164,19.441062,BIKE,S/N,"264,265",BUE
276 - Anaxágoras-Obrero Mundial,15,276 ANAXÁGORAS-OBRERO MUNDIAL,14,OPN,3020,276,-99.156366,19.401986,BIKE,S/N,"277,280,281",NAR
277 - Ampliación Tonalá-Obrero Mundial,19,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,8,OPN,3020,277,-99.15909,19.401807,BIKE,S/N,"165,276,280",1
278 - Mier Y Pesado-Obrero Mundial,19,278 MIER Y PESADO-OBRERO MUNDIAL,2,OPN,3103,278,-99.163831,19.40071,BIKE,S/N,"164,279,282",1
279 - La Morena-Providencia,28,279 LA MORENA-PROVIDENCIA,2,OPN,3103,279,-99.166553,19.399908,BIKE,S/N,"164,278,282",DVN
280 - Anaxágoras-Obrero Mundial,25,280 ANAXÁGORAS-OBRERO MUNDIAL,11,OPN,3020,280,-99.156406,19.4015,"BIKE,TPV",S/N,"276,277,281",NAR
281 - Pitágoras-La Morena,25,281 PITÁGORAS-LA MORENA,5,OPN,3020,281,-99.157308,19.398532,BIKE,S/N,"276,280,295",NAR
282 - La Morena-Eje 2 Poniente Gabriel Mancera,10,282 LA MORENA-EJE 2 PONIENTE GABRIEL MANCERA,8,OPN,3103,282,-99.161273,19.398692,BIKE,S/N,"278,293,294",DVN
283 - Av. Coyoacán-Rafael Donde,15,283 AV. COYOACÁN-RAFAEL DONDE,6,OPN,3103,283,-99.167383,19.39827,BIKE,S/N,"279,292,293",1
284 - Dakota-Vermont,26,284 DAKOTA-VERMONT,7,OPN,3810,284,-99.172981,19.397693,BIKE,S/N,"289,290,291",NAP
285 - 12 De Octubre-Mineria,14,285 12 DE OCTUBRE-MINERIA,4,OPN,11800,285,-99.177524,19.399688,BIKE,S/N,"171,173,286",ESC
286 - 13 De Septiembre-Avenida Patriotismo,20,286 13 DE SEPTIEMBRE-AVENIDA PATRIOTISMO,1,OPN,11800,286,-99.179943,19.399201,BIKE,S/N,"171,285,287",ESC
287 - 13 De Septiembre-Puente De La Morena,15,287 13 DE SEPTIEMBRE-PUENTE DE LA MORENA,6,OPN,11800,287,-99.183254,19.398946,BIKE,S/N,"286,288,311",ESC
288 - 11 De Abril-Avenida 2,9,288 11 DE ABRIL-AVENIDA 2,9,OPN,3800,288,-99.183575,19.396333,BIKE,S/N,"287,310,311",1
289 - Chicago-Yosemite,15,289 CHICAGO-YOSEMITE,3,OPN,3810,289,-99.174548,19.397308,BIKE,S/N,"284,290,304",NAP
290 - Yosemite-Colorado,26,290 YOSEMITE-COLORADO,1,OPN,3810,290,-99.172667,19.396333,BIKE,S/N,"284,289,303",NAP
291 - Magdalena-División Del Norte,22,291 MAGDALENA-DIVISIÓN DEL NORTE,5,OPN,3103,291,-99.169946,19.397651,BIKE,S/N,"283,284,290",DVN
292 - Adolfo Prieto-Eje 4 Sur Xola,33,292 ADOLFO PRIETO-EJE 4 SUR XOLA,3,OPN,3103,292,-99.166264,19.396917,BIKE,S/N,"283,293,299",DVN
293 - Mier Y Pesado-Eje 4 Sur Xola,33,293 MIER Y PESADO-EJE 4 SUR XOLA,3,OPN,3103,293,-99.164598,19.397373,"BIKE,TPV",S/N,"283,292,294",DVN
294 - Nicolás San Juan-Eje 4 Sur Xola,19,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,5,OPN,3020,294,-99.160924,19.396513,BIKE,S/N,"282,295,298",NAR
295 - Anaxágoras-Eje 4 Sur Xola,0,295 ANAXÁGORAS-EJE 4 SUR XOLA,36,OPN,3020,295,-99.156871,19.396328,"BIKE,TPV",S/N,"281,296,297",NAR
296 - Diagonal San Antonio-Enrique Rébsamen,23,296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,4,OPN,3020,296,-99.158756,19.394283,BIKE,S/N,"295,297,320",NAR
297 - Diagonal San Antonio-Enrique Rébsamen,26,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,7,OPN,3020,297,-99.158907,19.394412,BIKE,S/N,"295,296,320",NAR
298 - Romero De Terreros-Gabriel Mancera,14,298 ROMERO DE TERREROS-GABRIEL MANCERA,7,OPN,3103,298,-99.16214,19.394073,BIKE,S/N,"294,318,319",DVN
299 - Romero De Terreros-Mier Y Pesado,8,299 ROMERO DE TERREROS-MIER Y PESADO,16,OPN,3103,299,-99.165054,19.394601,BIKE,S/N,"292,298,318",DVN
300 - Providencia -Luz Saviñon,20,300 PROVIDENCIA -LUZ SAVIÑON,1,OPN,3103,300,-99.168333,19.393268,BIKE,S/N,"301,302,317",DVN
301 - Luz Saviñón-Magdalena,24,301 LUZ SAVIÑÓN-MAGDALENA,0,OPN,3103,301,-99.171133,19.393807,BIKE,S/N,"300,302,316",DVN
302 - Luz Saviñon-Magdalena,36,302 LUZ SAVIÑON-MAGDALENA,0,OPN,3103,302,-99.171466,19.393832,BIKE,S/N,"301,303,304",DVN
303 - Montesito-Av. Insurgentes,27,303 MONTESITO-AV. INSURGENTES,0,OPN,3810,303,-99.173025,19.394842,"BIKE,TPV",S/N,"301,302,304",NAP
304 - Montesito-Dakota,32,304 MONTESITO-DAKOTA,0,OPN,3810,304,-99.173821,19.395043,BIKE,S/N,"290,303,305",NAP
305 - Avenida Del Parque-Arizona,34,305 AVENIDA DEL PARQUE-ARIZONA,2,OPN,3810,305,-99.175531,19.394693,"BIKE,TPV",S/N,"304,306,307",1
306 - Dakota-Filadelfia,31,306 DAKOTA-FILADELFIA,5,OPN,3810,306,-99.175664,19.393699,"BIKE,TPV",S/N,"305,307,308",NAP
307 - Minesota-Dakota,24,307 MINESOTA-DAKOTA,3,OPN,3810,307,-99.175834,19.393701,BIKE,S/N,"305,306,308",NAP
308 - Nueva York-Arizona,23,308 NUEVA YORK-ARIZONA,7,OPN,3810,308,-99.178072,19.393594,BIKE,S/N,"306,307,309",1
309 - Pennsylvania-Arizona,22,309 PENNSYLVANIA-ARIZONA,5,OPN,3810,309,-99.17956,19.393162,BIKE,S/N,"308,310,313",NAP
310 - Calle 1-Av. Patriotismo,15,310 CALLE 1-AV. PATRIOTISMO,0,OPN,3800,310,-99.181733,19.395319,BIKE,S/N,"309,311,312",1
311 - Calle 5-Avenida Revolución,8,311 CALLE 5-AVENIDA REVOLUCIÓN,10,OPN,3800,311,-99.185391,19.393665,BIKE,S/N,"310,312,328",1
312 - Avenida 2-Calle 7,24,312 AVENIDA 2-CALLE 7,3,OPN,3800,312,-99.183737,19.392634,"BIKE,TPV",S/N,"310,311,328",SPP
313 - Pennsylvania-Oklahoma,18,313 PENNSYLVANIA-OKLAHOMA,6,OPN,3810,313,-99.178989,19.391431,BIKE,S/N,"308,309,314",1
314 - Nuerva York-Louisiana,18,314 NUERVA YORK-LOUISIANA,3,OPN,3810,314,-99.177331,19.391647,BIKE,S/N,"307,313,327",NAP
315 - Alabama-Montana,20,315 ALABAMA-MONTANA,1,OPN,3810,315,-99.1736,19.391472,BIKE,S/N,"301,302,316",NAP
316 - San Francisco-Concepción Beistegui,14,316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,12,OPN,3103,316,-99.1712,19.391056,BIKE,S/N,"301,302,315",DVN
317 - Avenida Coyoacán-Torres Adalid,35,317 AVENIDA COYOACÁN-TORRES ADALID,1,OPN,3103,317,-99.166157,19.391456,"BIKE,TPV",S/N,"299,300,318",DVN
318 - Luz Saviñón-Amores,13,318 LUZ SAVIÑÓN-AMORES,8,OPN,3103,318,-99.164127,19.392249,BIKE,S/N,"299,317,319",DVN
319 - Diagonal San Antonio-Luz Saviñon,25,319 DIAGONAL SAN ANTONIO-LUZ SAVIÑON,2,OPN,3103,319,-99.162684,19.391991,BIKE,S/N,"298,318,320",DVN
320 - Enrique Rébsamen-Luz Saviñon,15,320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,3,OPN,3020,320,-99.15936,19.391323,BIKE,S/N,"296,297,319",NAR
321 - Torres Adalid-Anaxágoras,19,321 TORRES ADALID-ANAXÁGORAS,5,OPN,3020,321,-99.157513,19.389477,BIKE,S/N,"320,322,340",1
322 - Heriberto Frías-Concepción Beistegui,16,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,11,OPN,3020,322,-99.160616,19.388528,BIKE,S/N,"321,323,339",1
323 - Concepción Beistegui-Gabriel Mancera,22,323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,2,OPN,3103,323,-99.163403,19.389026,BIKE,S/N,"319,322,324",DVN
324 - Amores-Avenida Eugenia,12,324 AMORES-AVENIDA EUGENIA,6,OPN,3100,324,-99.1656554,19.3872468,BIKE,S/N,"323,336,337",DVC
325 - Providencia -Avenida Del Valle,24,325 PROVIDENCIA -AVENIDA DEL VALLE,0,OPN,3100,325,-99.1696894,19.3881779,BIKE,S/N,"316,335,336",1
326 - Eugenia-Nebraska,35,326 EUGENIA-NEBRASKA,1,OPN,3840,326,-99.174811,19.388978,BIKE,S/N,"327,334,335",AMN
327 - Georgia -Pennsylvania,28,327 GEORGIA -PENNSYLVANIA,2,OPN,3810,327,-99.17772,19.38885,BIKE,S/N,"313,314,326",NAP
328 - Avenida 1-Calle 7,8,328 AVENIDA 1-CALLE 7,19,OPN,3800,328,-99.184742,19.392586,BIKE,S/N,"311,312,329",SPP
329 - Calle 13-Avenida 1,9,329 CALLE 13-AVENIDA 1,15,OPN,3800,329,-99.184812,19.390306,BIKE,S/N,"312,328,330",SPP
330 - Calle 15-Avenida Patriotismo,12,330 CALLE 15-AVENIDA PATRIOTISMO,6,OPN,3800,330,-99.182606,19.389358,BIKE,S/N,"329,331,332",SPP
331 - Avenida 2-Calle 17,21,331 AVENIDA 2-CALLE 17,6,OPN,3800,331,-99.183971,19.388547,BIKE,S/N,"329,330,332",SPP
332 - Sur De Calle 27-Avenida 3,18,332 SUR DE CALLE 27-AVENIDA 3,6,OPN,3800,332,-99.183809,19.385508,BIKE,S/N,"330,331,333",SPP
